ID,City,Country,Latitude,Longitude,Elevation (m),Elevation (ft),Max Temp (F),Adj Temp (F),Humidity (%),Wind Speed (mph),Cloudiness (%),Date
18361,Towada,JP,40.61,141.21,69.5905304,228.3153957,60.8,61.59910389,72,5.82,75,1538017800
18362,Domoszlo,HU,47.83,20.12,165.5573273,543.1671016,43.53,45.43108486,72,3.96,32,1538020613
18363,Esplanada,BR,-15.81,-43.31,538.2550659,1765.92875,73.41,79.59075063,55,11.01,0,1538020614
18364,Lindome,SE,57.58,12.09,28.97810745,95.07253405,50,50.33275387,81,10.29,75,1538018400
18365,Prachatice,CZ,49.01,14,568.0441284,1863.661898,33.81,40.33281664,80,3.74,0,1538020614
18366,Pinas,EC,-3.67,-79.65,885.9536133,2906.672053,65.58,75.75335218,95,1.72,92,1538020614
18367,Napajedla,CZ,49.17,17.51,184.1149597,604.0517244,41,43.11418104,80,2.24,0,1538019000
18368,Feltre,IT,46.02,11.91,288.2420349,945.6759978,50,53.30986599,87,1.12,0,1538018400
18369,Maruoka,JP,36.15,136.27,10.5354948,34.56527277,69.8,69.92097845,68,6.93,75,1538017200
18370,Skive,DK,56.57,9.03,23.17688942,76.03966588,53.6,53.86613883,93,8.05,36,1538018400
18371,Likhovskoy,RU,48.16,40.19,207.8462219,681.9101987,31.92,34.3066857,83,3.06,0,1538020616
18372,Kabul,AF,34.53,69.18,1797.407959,5897.007928,68,88.63952775,34,2.24,0,1538020200
18373,Viborg,DK,56.45,9.41,37.37903214,122.6346238,53.6,54.02922118,93,8.05,44,1538018400
18374,Heide,DE,54.19,9.09,11.90755558,39.06678465,59,59.13673375,93,10.29,75,1538018400
18375,Saly,HU,47.95,20.67,205.2039185,673.2412238,43.53,45.88634428,72,3.96,32,1538020617
18376,Xochihuehuetlan,MX,17.92,-98.43,1096.74231,3598.236039,66.21,78.80382614,61,2.84,12,1538020617
18377,Nakatsu,JP,33.6,131.19,7.390401363,24.24672441,77,77.08486354,50,3.36,40,1538017200
18378,Kamenicky Senov,CZ,50.77,14.47,543.062439,1781.700972,57.2,63.4359534,58,6.93,75,1538018400
18379,Portadown,GB,54.42,-6.44,17.80828667,58.42613923,60.8,61.00449149,93,9.17,75,1538018400
18380,Vanatori,RO,45.73,27.25,44,144.35696,30.48,30.98524936,79,2.73,8,1538020618
18381,Polonne,UA,50.12,27.51,238.577774,782.7355042,47.58,50.31957426,62,17.05,92,1538020618
18382,Beliu,RO,46.49,21.99,122.711113,402.5955279,37.4,38.80908435,93,4.7,0,1538019000
18383,Ipoh,MY,4.59,101.08,39.32799911,129.0288726,87.8,88.25160105,66,3.36,75,1538017200
18384,Calnali,MX,20.9,-98.58,957.8042603,3142.402529,69.81,80.80840885,100,2.39,88,1538020619
18385,Sagana,KE,-0.67,37.21,1194.738647,3919.746344,59.73,73.4491122,88,2.62,100,1538020620
18386,Asbury Park,US,33.46,-86.74,199.6963654,655.1718233,71.96,74.25310138,96,4.18,75,1538019300
18387,Red Bank,US,35.12,-85.29,228.4991913,749.6692867,71.96,74.5838425,100,2.51,90,1538019300
18388,Raglan,NZ,-37.8,174.87,8,26.24672,56.13,56.22186352,89,15.03,44,1538020620
18389,Zavodouspenskoye,RU,56.86,65.02,78.47644806,257.4686699,57.2,58.10114034,54,8.95,0,1538017200
18390,Ibb,YE,13.97,44.18,1935.480835,6350.002943,48.21,70.4350103,50,1.95,0,1538020621
18391,Cheremshanka,RU,47.9,142.19,14,45.93176,57.66,57.82076116,77,4.41,36,1538020621
18392,Dyer,US,41.49,-87.52,192.5691528,631.7885794,57.92,60.13126003,81,5.3,1,1538019300
18393,Bavleny,RU,56.4,39.56,190,623.3596,38.85,41.0317586,99,26.11,92,1538020622
18394,Velikooktyabrskiy,RU,57.43,33.81,201.4995575,661.0878082,46.68,48.99380733,91,23.53,56,1538020622
18395,Karanpura,IN,29.1,75.09,199.8793945,655.7723128,82.5,84.79520309,63,4.52,24,1538020622
18396,Kanodar,IN,24.1,72.38,181.1965637,594.4769341,79.53,81.61066927,66,4.41,0,1538020622
18397,Vradiyivka,UA,47.86,30.59,152.0517883,498.8575892,31.38,33.12600156,77,5.75,8,1538020623
18398,Austintown,US,41.1,-80.76,343.262085,1126.187979,55.94,59.88165793,93,2.62,1,1538018280
18399,Drugovo,MK,41.49,20.93,688.223877,2257.952424,31.65,39.55283349,66,2.17,0,1538020623
18400,Xaltocan,MX,19.42,-98.21,2452.632324,8046.694235,52.71,80.87342982,85,1.05,20,1538020623
18401,Sangerhausen,DE,51.47,11.3,170.9056854,560.714209,53.6,55.56249973,65,8.05,0,1538018400
18402,Nhlangano,SZ,-27.11,31.2,1037.017456,3402.288351,55.05,66.95800923,87,2.17,36,1538020624
18403,Baghramyan,AM,40.19,43.86,1021.754517,3352.213088,57.2,68.93274581,67,1.12,0,1538017200
18404,Fomento,CU,22.11,-79.72,127.014183,416.7132123,75.2,76.65849624,94,7.54,20,1538016600
18405,Bonney Lake,US,47.19,-122.17,173.2213135,568.3114141,64.94,66.92908995,82,6.08,1,1538018100
18406,Shivrajpur,IN,22.42,73.65,190.3765106,624.5948711,79.71,81.89608205,81,3.96,0,1538020625
18407,Blessington,IE,53.17,-6.53,199.7051544,655.2006588,57.2,59.49320231,87,5.82,40,1538019000
18408,Diepholz,DE,52.61,8.37,39,127.95276,59,59.44783466,81,4.7,40,1538018400
18409,Barela,IN,23.1,80.05,419.5110474,1376.348625,78.8,83.61722019,78,4.41,0,1538017200
18410,Simi Valley,US,34.27,-118.78,236.272583,775.1725412,75.92,78.63310389,86,6.93,40,1538017920
18411,Buchloe,DE,48.04,10.72,613.9191284,2014.170433,42.8,49.84959652,100,4.7,20,1538018400
18412,Old Town,US,38.98,-76.93,19.08146477,62.60323287,75.92,76.13911132,95,8.43,1,1538020080
18413,Arenillas,EC,-3.56,-80.07,59.8766861,196.4458268,89.6,90.28756039,33,6.93,75,1538017200
18414,Magna,US,40.71,-112.1,1301.383667,4269.63159,62.96,77.90371057,7,4.7,1,1538018100
18415,Bolzano,IT,45.97,13.39,55.78498459,183.0216088,57.2,57.84057563,87,1.12,0,1538019000
18416,Tsovak,AM,40.19,45.63,1909.495972,6264.750764,43.44,65.36662767,100,4.41,68,1538020628
18417,Ticuantepe,NI,12.02,-86.21,298.0313721,977.7932467,82.4,85.82227636,74,9.17,40,1538017200
18418,Aubiere,FR,45.75,3.11,380.884552,1249.621274,53.6,57.97367446,66,10.29,0,1538019000
18419,Stity,CZ,49.96,16.77,459.1629333,1506.440118,35.97,41.24254041,84,2.73,24,1538020629
18420,Tuchkovo,RU,55.6,36.47,208.7128906,684.7536001,41,43.3966376,86,17.9,75,1538017200
18421,Adlay,PH,9.41,125.9,5.219677925,17.12492812,87.09,87.14993725,84,10.22,8,1538020629
18422,Buerarema,BR,-14.96,-39.3,107.2193985,351.7696914,74.49,75.72119392,100,6.08,92,1538020629
18423,Tumbagaan,PH,5.37,120.31,0,0,83.49,83.49,100,9.78,36,1538020454
18424,Elias Fausto,BR,-23.04,-47.37,554.1741333,1818.156663,73.4,79.76354832,78,13.87,75,1538018400
18425,Larreynaga,NI,12.68,-86.57,91.82373047,301.2589679,76.74,77.79440639,84,4.52,56,1538020630
18426,Tulu Bolo,ET,8.66,38.21,2187.960938,7178.349762,44.61,69.73422417,83,4.29,0,1538020508
18427,Neckargemund,DE,49.39,8.79,225.6844025,740.434415,42.8,45.39152045,87,1.12,0,1538018400
18428,Santa Rita Do Sapucai,BR,-22.25,-45.7,864.4710083,2836.191063,62.97,72.89666872,89,2.73,56,1538020631
18429,Khalabat,PK,34.06,72.89,439.8685913,1443.138469,77,82.05098464,73,3.74,40,1538015400
18430,Quba,AZ,41.36,48.51,603.5911255,1980.285908,51.81,58.74100068,100,4.74,92,1538020631
18431,Palivere,EE,58.97,23.89,40.09595871,131.5484252,51.8,52.26041949,57,14.99,0,1538016600
18432,Guarare,PA,7.82,-80.28,36.38356781,119.3686646,74.58,74.99779033,100,4.07,36,1538020632
18433,Hualahuises,MX,24.88,-99.67,399.330719,1310.140196,67.02,71.60549069,99,3.62,76,1538020632
18434,Zapresic,HR,45.86,15.81,127.0684433,416.8912315,35.6,37.05911931,93,2.24,0,1538019000
18435,Coatesville,US,39.98,-75.82,99.21092224,325.4951621,73.04,74.17923307,100,10.29,1,1538018100
18436,Oni,GE,42.59,43.44,877.3764038,2878.531601,46.68,56.7548606,100,1.83,100,1538020633
18437,Vyshkovo,UA,48.05,23.43,188.1155548,617.1770368,41,43.16011963,86,2.24,36,1538019000
18438,Bajos De Haina,DO,18.41,-70.03,9.995141983,32.79246162,77,77.11477362,94,4.7,40,1538017200
18439,Joaquim Gomes,BR,-9.14,-35.75,97.51200104,319.9212735,71.6,72.71972446,88,4.7,75,1538020800
18440,Bolshoye Selo,RU,57.72,38.93,126.3278656,414.4615146,39.93,41.3806153,94,28.34,92,1538020634
18441,Itapaci,BR,-14.95,-49.55,546.4420776,1792.789026,67.83,74.10476159,72,3.96,8,1538020364
18442,Dudestii Vechi,RO,46.05,20.48,78.69293213,258.1789194,33.8,34.70362622,79,2.84,0,1538019000
18443,Itapeva,BR,-23.98,-48.88,688.7173462,2259.571418,62.25,70.15849996,95,2.84,32,1538020406
18444,Bhasawar,IN,27.03,77.03,223.7292328,734.0198161,81.78,84.34906936,64,4.18,0,1538020634
18445,Carstairs,CA,51.56,-114.1,1053.844482,3457.495132,50,62.10123296,81,2.24,90,1538017680
18446,Los Rastrojos,VE,10.03,-69.24,436.7980042,1433.064364,73.4,78.41572527,88,4.7,40,1538017200
18447,Chapulhuacan,MX,21.17,-98.9,925.4484253,3036.248212,66.84,77.46686874,88,1.5,44,1538020635
18448,Siret,RO,47.95,26.07,311.2968445,1021.315139,42.8,46.37460299,77,10.29,0,1538019000
18449,Nehoiu,RO,45.42,26.3,396.1001282,1299.541145,25.08,29.62839401,85,1.95,0,1538020636
18450,Nyrsko,CZ,49.29,13.14,458.8403625,1505.381815,39.2,44.46883635,93,2.24,0,1538017200
18451,Vrbove,SK,48.62,17.72,192.1528931,630.4228977,41,43.20648014,100,2.24,0,1538019000
18452,Narsingi,IN,18.04,78.43,545.6308594,1790.127549,80.6,86.86544642,78,3.36,40,1538019000
18453,Mitoc,RO,46.38,27.78,100.7866669,330.6649281,32,33.15732725,77,2.73,0,1538019000
18454,Dharmavaram,IN,14.41,77.72,371.1671143,1217.739915,75.21,79.4720897,90,3.62,44,1538020637
18455,Neftegorsk,RU,52.8,51.16,104,341.20736,42.18,43.37422576,100,6.98,0,1538020637
18456,Seia,PT,40.42,-7.7,535.4971313,1756.880408,65.67,71.81908143,71,4.85,0,1538020527
18457,Zahesi,GE,41.83,44.76,508.7013245,1668.967653,60.8,66.64138679,63,21.92,90,1538017200
18458,Bakewar,IN,26.66,79.17,147.7697754,484.8089899,86.19,87.88683146,58,4.41,0,1538020638
18459,Attleboro,US,41.94,-71.29,37.977108,124.596815,75.92,76.35608885,92,6.93,90,1538020080
18460,Damabalas,PH,7.02,124.51,11.87466621,38.9588799,85.38,85.51635608,78,4.63,12,1538020639
18461,Barrancabermeja,CO,7.07,-73.85,77.2227478,253.3554799,79.71,80.59674418,90,2.39,56,1538020463
18462,Hino,JP,35.66,139.41,97.77523041,320.7848869,64.4,65.5227471,87,6.93,90,1538018340
18463,Dohrighat,IN,26.27,83.51,76.81197357,252.0077954,88.26,89.14202728,64,4.07,0,1538020639
18464,Yehualtepec,MX,18.79,-97.66,2115.870117,6941.831315,63.78,88.0764096,54,7.09,12,1538020639
18465,Sao Joao Evangelista,BR,-18.55,-42.76,746.9818115,2450.727807,68.37,76.94754732,62,7.87,0,1538020640
18466,Hawkesbury,CA,45.61,-74.6,46.16944504,151.4745621,59,59.53016097,71,5.82,40,1538017200
18467,Cesky Krumlov,CZ,48.81,14.32,503.1103821,1650.624666,39.2,44.97718633,86,1.12,0,1538018400
18468,Rinteln,DE,52.19,9.08,54.49163437,178.7783337,59,59.62572417,54,10.29,75,1538018400
18469,Burila Mare,RO,44.45,22.57,103.1057816,338.2735724,33.63,34.8139575,83,2.73,0,1538020641
18470,San Pedro De Uraba,CO,8.28,-76.38,136.835556,448.9355656,75.2,76.77127448,100,4.18,40,1538017200
18471,Dixon,US,38.45,-121.82,18.28346252,59.98511519,78.98,79.1899479,38,3.29,1,1538019300
18472,Lezajsk,PL,50.26,22.42,181.2897034,594.7825104,51.8,53.88173879,53,13.87,75,1538019000
18473,Fort Thomas,US,39.08,-84.45,254.2413177,834.1250849,59,61.9194378,100,4.18,1,1538018100
18474,Trzcianka,PL,53.04,16.46,77,252.62468,55.41,56.29418638,80,16.93,44,1538020642
18475,Gara,HU,46.03,19.04,95.90800476,314.6588183,33.8,34.90130586,81,1.12,0,1538019000
18476,Talovaya,RU,51.12,40.73,123.5342255,405.2960283,35.43,36.8485361,90,11.34,12,1538020642
18477,Nizhnyaya Maktama,RU,54.86,52.43,106,347.76904,43.62,44.83719164,85,4.52,68,1538020643
18478,Catabangan,PH,13.88,122.66,69.53861237,228.145061,86.1,86.89850771,82,13.47,20,1538020643
18479,Raghunathpur,IN,23.54,86.67,168.6719971,553.3858349,82.32,84.25685042,93,4.41,24,1538020643
18480,Ragusa,IT,36.92,14.72,547.2320557,1795.380818,60.8,67.08383286,44,3.36,0,1538018400
18481,Znamensk,RU,54.62,21.23,2.350839376,7.71272786,59,59.02699455,77,17.9,75,1538017200
18482,Vorokhta,UA,48.29,24.56,739.1136475,2424.913619,44.6,53.08719767,100,1.95,75,1538017200
18483,Bubanza,BI,-3.08,29.39,1081.458252,3548.091491,67.47,79.88832022,53,3.4,80,1538020644
18484,Putyatino,RU,54.16,41.12,128.906662,422.9221329,40.38,41.86022747,74,18.84,92,1538020644
18485,Perg,AT,48.25,14.63,248.4395447,815.0903958,39.2,42.05281639,86,1.12,0,1538018400
18486,Wangjing,IN,24.6,94.03,776.7662354,2548.445736,73.4,82.31956007,88,2.95,90,1538019000
18487,Bahua,IN,25.85,80.63,119.6987686,392.712508,84.48,85.85449378,70,4.63,8,1538020645
18488,Pychas,RU,56.5,52.44,167.5004425,549.5421518,41.19,43.11339753,81,8.99,64,1538020645
18489,Komsomolskoye,UA,45.02,34.02,189.6568909,622.2339138,32.28,34.4578187,83,3.74,0,1538020646
18490,Sint-Oedenrode,NL,51.57,5.47,11.83086205,38.81516543,48.2,48.33585308,87,2.24,0,1538018700
18491,Jalaun,IN,26.14,79.33,145.8657837,478.5622978,86.19,87.86496804,58,4.41,0,1538020646
18492,Ponto Novo,BR,-10.86,-40.13,359.5272522,1179.55139,71.25,75.37842987,67,10.45,0,1538020646
18493,Tsibanobalka,RU,44.98,37.33,30.0071106,98.44852873,42.8,43.14456985,93,6.71,40,1538017200
18494,Oropoli,HN,13.82,-86.82,479.7381287,1573.944042,66.2,71.70880415,88,2.39,40,1538017200
18495,Lalganj,IN,26.17,80.97,117.8248901,386.5646126,84.2,85.55297614,79,2.24,48,1538017200
18496,Canoas,BR,-29.92,-51.18,22.24799919,72.99212567,69.8,70.05547244,100,3.36,40,1538017200
18497,Vereeniging,ZA,-26.67,27.93,1444.976074,4740.735303,56.13,72.72257356,38,2.73,0,1538020557
18498,Bohicon,BJ,7.18,2.07,168.6328888,553.2575269,73.68,75.61640134,96,3.96,68,1538020648
18499,Outreau,FR,50.7,1.58,35.18104553,115.4233814,42.8,43.20398183,100,5.82,0,1538019000
18500,Sadzhavka,UA,48.57,24.79,365.1893311,1198.127765,44.6,48.79344718,100,11.01,75,1538017200
18501,Marandahalli,IN,12.89,78.11,808.3564453,2652.08816,73.4,82.68230856,94,2.24,40,1538019000
18502,Kojori,GE,41.66,44.7,1348.880005,4425.459475,60.8,76.28910816,63,21.92,90,1538017200
18503,Loutra,GR,35.35,24.59,153.4507294,503.4472909,68,69.76206552,68,18.34,75,1538018400
18504,La Garriga,ES,41.68,2.29,254.8831635,836.230878,60.8,63.72680807,87,2.24,0,1538019000
18505,Bezenchuk,RU,52.99,49.43,39,127.95276,39.12,39.56783466,93,7.54,64,1538020650
18506,Tomislavgrad,BA,43.71,17.23,886.4923706,2908.439629,50,60.1795387,39,4.7,0,1538017200
18507,Donna,US,26.17,-98.05,29.45901489,96.65031442,84.92,85.2582761,73,4.7,1,1538018100
18508,Spiridonovka,RU,53.09,50.65,38.04938889,124.833957,42.8,43.23691885,75,4.47,0,1538017200
18509,Naya Bazar,IN,27.13,88.27,385.013916,1263.169056,70.53,74.9510917,97,0.72,56,1538020651
18510,Uricani,RO,45.33,23.12,724.7511597,2377.792595,21.21,29.53227408,75,2.06,0,1538020651
18511,Balyaga,RU,51.15,108.93,735.335083,2412.516754,39.21,47.65380864,100,6.64,92,1538020651
18512,Zhmerynka,UA,49.04,28.11,305.0895081,1000.949862,42.54,46.04332452,64,13.24,80,1538020651
18513,Yushala,RU,57.08,64.26,116,380.57744,57.2,58.53202104,54,8.95,0,1538017200
18514,Patharia,IN,23.9,79.2,373.574585,1225.638441,81.24,85.52973454,66,4.74,0,1538020652
18515,Subate,LV,56.01,25.91,123.5253296,405.2668423,53.52,54.93843395,95,15.14,76,1538020652
18516,Afzalpur,IN,17.2,76.36,422,1384.51448,74.04,78.88580068,99,4.63,8,1538020652
18517,Prieta,HN,15.58,-86.18,51.58467484,169.2410646,73.68,74.27234373,89,1.72,48,1538020653
18518,Gunib,RU,42.39,46.96,1292.029297,4238.941398,40.83,55.66629489,99,1.95,92,1538020653
18519,Elur,IN,10.07,76.3,9.820412636,32.21920259,84.2,84.31276721,74,5.08,20,1538019000
18520,Yamaranguila,HN,14.28,-88.24,1777.102905,5830.390296,72.86,93.26636604,98,1.39,75,1538017080
18521,Chortkiv,UA,49.02,25.79,257.2495728,843.9946883,43.26,46.21398141,62,11.12,48,1538020654
18522,Kuningan,ID,-6.98,108.49,497.2713013,1631.467576,84.03,89.74013652,49,4.18,0,1538020654
18523,Humble,US,30,-95.26,27.40063286,89.89709231,78.08,78.39463982,83,6.93,75,1538019300
18524,Baranain,ES,42.81,-1.68,404.0489502,1325.619958,75.2,79.83966985,72,2.24,0,1538019000
18525,Gohana,IN,29.14,76.7,228.316391,749.0695482,80.25,82.87174342,87,4.63,0,1538020655
18526,Hautmont,FR,50.25,3.92,141.2746735,463.4995997,46.4,48.0222486,75,2.24,0,1538019000
18527,Kizhinga,RU,51.85,109.91,712.8520508,2338.753522,39.93,48.11563733,99,7.99,92,1538020656
18528,Shorkot,PK,30.83,72.08,141.1084442,462.9542281,84.39,86.0103398,54,4.29,48,1538020656
18529,Kleinblittersdorf,DE,49.16,7.04,226.5795135,743.3711312,42.8,45.40179896,87,3.36,0,1538019000
18530,Boromlya,UA,50.62,34.97,145.7671509,478.2386993,40.56,42.23383545,72,14.92,92,1538020634
18531,Visalia,US,36.33,-119.29,102.2009583,335.3049919,87.08,88.25356747,34,3.96,1,1538019300
18532,Gayduk,RU,44.79,37.7,138.3146667,453.7882913,42.8,44.38825902,93,6.71,40,1538017200
18533,Guayaquil,EC,-2.18,-79.88,78.51891327,257.6079914,73.4,74.30162797,78,18.34,20,1538017200
18534,Deblin,PL,51.56,21.85,114.3075562,375.0248025,53.16,54.47258681,64,17.94,56,1538020657
18535,Vandalia,US,38.96,-89.09,156.7690125,514.3340468,59,60.80016916,91,6.98,1,1538019300
18536,Breznik,BG,42.74,22.9,757.3486328,2484.739688,30.2,38.89658891,86,4.7,0,1538019000
18537,Micoud,LC,13.82,-60.9,26.0506897,85.46814479,80.6,80.89913851,88,17.22,75,1538017200
18538,Bockenem,DE,52.01,10.13,123.8623123,406.3724287,59,60.4223035,62,5.82,40,1538018400
18539,Garza Garcia,MX,25.67,-100.4,616.4851685,2022.5892,75.2,82.2790622,88,13.87,90,1538017740
18540,Yekepa,LR,7.58,-8.54,521.2995605,1710.30045,68.19,74.17605158,100,3.74,92,1538020659
18541,Birr,IE,53.1,-7.91,53.14922714,174.3741104,54.06,54.67030939,97,7.99,8,1538020659
18542,Constancia,MX,25.96,-108.9,22.14698601,72.66071757,86,86.25431251,70,8.05,5,1538016180
18543,Bajitpur,BD,24.22,90.95,7,22.96588,89.6,89.68038058,79,3.85,40,1538019000
18544,Suining,CN,30.51,105.57,284,931.75856,63.69,66.95115496,99,7.43,100,1538020602
18545,Cherusti,RU,55.55,40.01,126,413.38584,39.03,40.47685044,97,26.33,92,1538020660
18546,Novita,CO,4.96,-76.61,55.66659927,182.6332056,70.26,70.89921622,100,2.39,92,1538020660
18547,La Baneza,ES,42.3,-5.9,776.8400269,2548.687834,59,67.92040742,67,4.7,12,1538019000
18548,Neuenburg,DE,53.39,7.95,9.353777885,30.68824864,59,59.10740887,93,5.82,20,1538018400
18549,Vigevano,IT,45.32,8.86,106.806839,350.4161496,48.2,49.42645652,81,5.82,0,1538018400
18550,Tyubuk,RU,56.05,60.94,245.3075562,804.8148425,56.76,59.57685195,75,6.76,92,1538020662
18551,Sulit,PH,6.24,125.02,347.8620605,1141.279763,84.66,88.65447917,71,7.31,20,1538020662
18552,The Colony,US,33.09,-96.89,181.39711,595.1348943,64.94,67.02297213,67,10.29,90,1538018100
18553,Slamannan,GB,55.94,-3.84,150.2554932,492.9642322,60.8,62.52537481,87,23.04,20,1538018400
18554,Kamiichi,JP,36.7,137.36,38.94376755,127.7682703,71.6,72.04718895,64,3.36,75,1538017200
18555,Holic,SK,48.81,17.16,168.8986664,554.1295006,41,42.93945325,80,2.24,0,1538019000
18556,Narovchat,RU,53.88,43.7,142.4151154,467.2412071,36.06,37.69534422,78,15.37,68,1538020663
18557,Gibraleon,ES,37.38,-6.97,26.49749374,86.93403737,70.8,71.10426913,88,7.09,0,1538020376
18558,Kongsvinger,NO,60.19,12.01,142,465.87928,46.77,48.40057748,59,7.43,12,1538020663
18559,Pinos Puente,ES,37.25,-3.75,570.3297729,1871.160732,62.6,69.14906256,93,2.24,20,1538019000
18560,Hillsboro,US,39.16,-89.49,174.3781433,572.1067877,57.56,59.56237376,85,6.31,1,1538019300
18561,Eleusis,GR,38.05,23.53,10.19774818,33.45718015,62.6,62.71710013,51,20.8,40,1538018400
18562,Fensmark,DK,55.28,11.8,68.17293549,223.6644937,57.2,57.98282573,87,13.87,68,1538018400
18563,Yasnogorsk,RU,54.48,37.69,241.2915497,791.6389679,39.57,42.34073639,94,27.11,92,1538020665
18564,Malakwal,PK,32.55,73.21,207.9216766,682.1577536,80.43,82.81755214,66,4.18,56,1538020665
18565,Casimiro De Abreu,BR,-22.48,-42.2,19.3055687,63.338482,65.85,66.07168469,89,5.97,0,1538020665
18566,Sardinata,CO,8.08,-72.8,316.9466553,1039.851264,75.2,78.83947943,94,3.36,75,1538017200
18567,Schiffdorf,DE,53.54,8.66,2.369648933,7.774439007,59,59.02721054,87,12.75,75,1538018400
18568,Gampengrejo,ID,-7.77,112.02,63.9940567,209.954261,86.01,86.74483991,46,6.2,0,1538020666
18569,La Entrada,HN,15.06,-88.75,491.6367493,1612.981512,67.74,73.38543529,98,1.28,92,1538020666
18570,Saint-Agapit,CA,46.56,-71.44,134.1834869,440.2345513,55.4,56.94082093,71,6.93,20,1538017200
18571,Johvi,EE,59.36,27.41,66.81242371,219.2008722,52.08,52.84720305,89,29.57,56,1538020667
18572,Dataganj,IN,28.03,79.41,156.353775,512.9717193,82.23,84.02540102,85,5.3,24,1538020667
18573,Petilia Policastro,IT,39.11,16.79,388.8048401,1275.606472,50,54.46462265,71,4.7,20,1538016600
18574,Caracuaro,MX,19.01,-101.13,529.5788574,1737.463499,61.71,67.79112225,89,1.5,24,1538020667
18575,Machala,EC,-3.26,-79.96,9.953875542,32.65707303,89.6,89.71429976,33,6.93,75,1538017200
18576,Povorino,RU,51.2,42.24,114,374.01576,35.16,36.46905516,92,10.11,0,1538020668
18577,Kumylzhenskaya,RU,49.88,42.59,65.15288544,213.7561927,34.8,35.54814667,84,8.77,0,1538020668
18578,White Settlement,US,32.76,-97.46,204.5700226,671.1615129,64.94,67.2890653,63,9.17,90,1538018100
18579,Lake Wales,US,27.9,-81.59,44.71491623,146.7024858,82.94,83.4534587,94,4.74,8,1538019300
18580,Lubsko,PL,51.79,14.97,70.34577942,230.7932469,57.2,58.00777636,54,11.41,90,1538019000
18581,Jalalpur Jattan,PK,32.64,74.21,247.1457825,810.845769,78.8,81.63796019,78,4.85,20,1538017200
18582,Pliska,BG,43.36,27.12,149.2142181,489.5479754,44.6,46.31341791,52,3.36,20,1538019000
18583,Wejherowo,PL,54.61,18.25,22.54110718,73.95376607,57.2,57.45883818,87,25.28,75,1538019000
18584,Cottonwood,US,34.74,-112.01,1013.330322,3324.574655,77,88.63601129,14,11.41,1,1538019300
18585,Leova,MD,46.48,28.25,35.04444504,114.9752171,29.94,30.34241326,76,2.73,0,1538020670
18586,Kluang,MY,2.04,103.32,31.69992447,104.0023802,87.8,88.16400833,74,4.7,75,1538017200
18587,Sangareddi,IN,17.63,78.09,514.9261475,1689.390302,84.2,90.11286606,78,3.36,40,1538019000
18588,Fort Gloster,IN,22.5,88.18,7.567111015,24.8264805,89.6,89.68689268,75,5.82,40,1538019000
18589,Wolmirstedt,DE,52.25,11.63,52.1006012,170.9337364,52.71,53.30826808,67,12.12,0,1538020671
18590,Sabara,BR,-24.25,-48.48,885.5684814,2905.408497,62.25,72.41892974,95,2.84,32,1538020671
18591,Rudkobing,DK,54.94,10.71,4.594276428,15.07308588,60.8,60.8527558,93,9.17,92,1538018400
18592,Costa Rica,BR,-22.06,-56.51,207.2879944,680.0787435,72.96,75.3402756,81,4.74,56,1538020672
18593,Datia,IN,25.66,78.46,252.165329,827.3140979,82.4,85.29559934,69,2.24,0,1538017200
18594,Villa Guerrero,MX,21.98,-103.59,1789.777832,5871.974702,59.01,79.56191146,96,0.83,80,1538020672
